Boro Code,Boro Ct,CT,County,Geometry,LRS,Number of Records,Boro Code1,Boro Ct201,Boro Name,Cdeligibil,Ct2010,Ctlabel,Ntacode,Ntaname,Puma,Shape Area,Shape Leng
3,3023000,023000,Kings County,POLYGON,27.9,1,3,3023000,Brooklyn,E,023000,230,BK88,Borough Park,4014,1624924.5832,8320.93114601
3,3023100,023100,Kings County,POLYGON,28.4,1,3,3023100,Brooklyn,I,023100,231,BK69,Clinton Hill,4004,1716029.85823,5908.87325088
3,3023200,023200,Kings County,POLYGON,24.3,1,3,3023200,Brooklyn,E,023200,232,BK88,Borough Park,4014,2436821.50259,7284.63612307
3,3023300,023300,Kings County,POLYGON,31.1,1,3,3023300,Brooklyn,E,023300,233,BK75,Bedford,4003,1849442.02566,5438.79029085
3,3023400,023400,Kings County,POLYGON,22.1,1,3,3023400,Brooklyn,E,023400,234,BK88,Borough Park,4014,1827230.58469,6241.89736296
3,3020800,020800,Kings County,POLYGON,22.5,1,3,3020800,Brooklyn,E,020800,208,BK30,Dyker Heights,4013,1542688.99694,5945.30548467
3,3021000,021000,Kings County,POLYGON,24.4,1,3,3021000,Brooklyn,E,021000,210,BK30,Dyker Heights,4013,1614539.93249,5710.82802028
3,3021100,021100,Kings County,POLYGON,30.3,1,3,3021100,Brooklyn,E,021100,211,BK68,Fort Greene,4004,1892154.32891,7314.25995458
3,3021200,021200,Kings County,POLYGON,26,1,3,3021200,Brooklyn,E,021200,212,BK30,Dyker Heights,4013,2054324.46666,5986.10522782
3,3021300,021300,Kings County,POLYGON,32.3,1,3,3021300,Brooklyn,E,021300,213,BK63,Crown Heights South,4011,1989394.7676,7277.70784043
3,3021400,021400,Kings County,POLYGON,25.5,1,3,3021400,Brooklyn,E,021400,214,BK88,Borough Park,4014,1808036.31237,5551.99424085
3,3021500,021500,Kings County,POLYGON,28.2,1,3,3021500,Brooklyn,E,021500,215,BK64,Prospect Heights,4006,1590547.911,6477.67779932
3,3021600,021600,Kings County,POLYGON,23.6,1,3,3021600,Brooklyn,E,021600,216,BK88,Borough Park,4014,1810243.92639,6210.27888119
3,3021700,021700,Kings County,POLYGON,31.8,1,3,3021700,Brooklyn,E,021700,217,BK61,Crown Heights North,4006,1281458.04769,4576.36343006
3,3021800,021800,Kings County,POLYGON,23.2,1,3,3021800,Brooklyn,E,021800,218,BK88,Borough Park,4014,1698856.96751,5927.2794185
3,3021900,021900,Kings County,POLYGON,30.6,1,3,3021900,Brooklyn,E,021900,219,BK61,Crown Heights North,4006,1582742.16433,5031.2881259
3,3022000,022000,Kings County,POLYGON,22.7,1,3,3022000,Brooklyn,E,022000,220,BK88,Borough Park,4014,2091173.16068,6117.08229957
3,3022100,022100,Kings County,POLYGON,30,1,3,3022100,Brooklyn,E,022100,221,BK61,Crown Heights North,4006,1617936.88124,5511.96469307
3,3022200,022200,Kings County,POLYGON,23.6,1,3,3022200,Brooklyn,E,022200,222,BK88,Borough Park,4014,1896474.05051,5742.17947588
3,3022400,022400,Kings County,POLYGON,27,1,3,3022400,Brooklyn,E,022400,224,BK88,Borough Park,4014,1890190.84494,5835.73198604
3,3022600,022600,Kings County,POLYGON,32.4,1,3,3022600,Brooklyn,I,022600,226,BK88,Borough Park,4014,1680920.14089,5954.07399046
3,3022700,022700,Kings County,POLYGON,30.1,1,3,3022700,Brooklyn,E,022700,227,BK69,Clinton Hill,4004,2588318.21641,6861.71970907
3,3022800,022800,Kings County,POLYGON,25.8,1,3,3022800,Brooklyn,E,022800,228,BK88,Borough Park,4014,1801521.3156,6040.54818479
3,3025500,025500,Kings County,POLYGON,40.1,1,3,3025500,Brooklyn,E,025500,255,BK75,Bedford,4003,1492220.44128,5088.55372162
3,3025600,025600,Kings County,POLYGON,24.2,1,3,3025600,Brooklyn,E,025600,256,BK28,Bensonhurst West,4017,1869263.07038,6298.0654612
3,3025700,025700,Kings County,POLYGON,33.8,1,3,3025700,Brooklyn,I,025700,257,BK75,Bedford,4003,1949087.3062,6440.91273429
3,3025800,025800,Kings County,POLYGON,24.8,1,3,3025800,Brooklyn,E,025800,258,BK28,Bensonhurst West,4017,1832115.62479,6257.55432023
3,3025901,025901,Kings County,POLYGON,35.5,1,3,3025901,Brooklyn,E,025901,259.01,BK75,Bedford,4003,863635.766948,4269.1186322
3,3025902,025902,Kings County,POLYGON,36.8,1,3,3025902,Brooklyn,E,025902,259.02,BK75,Bedford,4003,642013.904025,3211.23583863
3,3023500,023500,Kings County,POLYGON,30.9,1,3,3023500,Brooklyn,E,023500,235,BK69,Clinton Hill,4004,1523725.76704,4958.03495405
3,3023600,023600,Kings County,POLYGON,22,1,3,3023600,Brooklyn,E,023600,236,BK88,Borough Park,4014,1828207.77662,6242.9810768
3,3023800,023800,Kings County,POLYGON,19.5,1,3,3023800,Brooklyn,E,023800,238,BK88,Borough Park,4014,1828765.82178,6244.55673145
3,3024000,024000,Kings County,POLYGON,22.8,1,3,3024000,Brooklyn,E,024000,240,BK88,Borough Park,4014,1827206.39305,6240.45934967
3,3024100,024100,Kings County,POLYGON,28.7,1,3,3024100,Brooklyn,E,024100,241,BK75,Bedford,4003,1939949.84007,5837.00532323
3,3024200,024200,Kings County,POLYGON,20.5,1,3,3024200,Brooklyn,E,024200,242,BK88,Borough Park,4014,2061125.04683,6964.54939255
3,3024300,024300,Kings County,POLYGON,29.3,1,3,3024300,Brooklyn,E,024300,243,BK75,Bedford,4003,1661539.49007,5291.71649861
3,3024400,024400,Kings County,POLYGON,23.5,1,3,3024400,Brooklyn,E,024400,244,BK88,Borough Park,4014,1670948.3485,6280.44704583
3,3024500,024500,Kings County,POLYGON,31,1,3,3024500,Brooklyn,E,024500,245,BK75,Bedford,4003,1795931.61813,5582.2225628
3,3024600,024600,Kings County,POLYGON,21.3,1,3,3024600,Brooklyn,E,024600,246,BK88,Borough Park,4014,1845582.93498,6796.31333581
3,3024700,024700,Kings County,POLYGON,33.2,1,3,3024700,Brooklyn,I,024700,247,BK61,Crown Heights North,4006,2028330.42548,7488.70172964
3,3024800,024800,Kings County,POLYGON,25.2,1,3,3024800,Brooklyn,E,024800,248,BK28,Bensonhurst West,4017,1895137.51903,6417.48330587
3,3024900,024900,Kings County,POLYGON,31.5,1,3,3024900,Brooklyn,E,024900,249,BK75,Bedford,4003,1813352.67282,5777.65519333
3,3025000,025000,Kings County,POLYGON,22.3,1,3,3025000,Brooklyn,I,025000,250,BK28,Bensonhurst West,4017,1867289.95274,5938.20253875
3,3025100,025100,Kings County,POLYGON,32,1,3,3025100,Brooklyn,E,025100,251,BK75,Bedford,4003,1490422.81952,5079.93101936
3,3025200,025200,Kings County,POLYGON,23.6,1,3,3025200,Brooklyn,E,025200,252,BK28,Bensonhurst West,4017,1950979.09526,6686.60672658
3,3025300,025300,Kings County,POLYGON,30.3,1,3,3025300,Brooklyn,E,025300,253,BK75,Bedford,4003,1741981.22357,5626.98783002
3,3025400,025400,Kings County,POLYGON,23.7,1,3,3025400,Brooklyn,E,025400,254,BK28,Bensonhurst West,4017,1888611.58176,6302.39468123
3,3027800,027800,Kings County,POLYGON,23.7,1,3,3027800,Brooklyn,E,027800,278,BK28,Bensonhurst West,4017,1727742.07748,6104.40784268
3,3027900,027900,Kings County,POLYGON,31.9,1,3,3027900,Brooklyn,E,027900,279,BK35,Stuyvesant Heights,4003,1743087.9778,5389.74582137
3,3028000,028000,Kings County,POLYGON,24,1,3,3028000,Brooklyn,E,028000,280,BK27,Bath Beach,4017,1494252.28477,6067.52313256
3,3028100,028100,Kings County,POLYGON,36.1,1,3,3028100,Brooklyn,E,028100,281,BK35,Stuyvesant Heights,4003,1743468.12422,5389.33836772
3,3028200,028200,Kings County,POLYGON,21.3,1,3,3028200,Brooklyn,E,028200,282,BK27,Bath Beach,4017,1826159.07425,6296.17726558
3,3028300,028300,Kings County,POLYGON,36.1,1,3,3028300,Brooklyn,E,028300,283,BK35,Stuyvesant Heights,4003,1311680.72397,4848.73818351
3,3026000,026000,Kings County,POLYGON,21.3,1,3,3026000,Brooklyn,E,026000,260,BK28,Bensonhurst West,4017,1753286.17156,5699.18918476
3,3026100,026100,Kings County,POLYGON,32.1,1,3,3026100,Brooklyn,E,026100,261,BK75,Bedford,4003,2146490.18931,5880.89771671
3,3026200,026200,Kings County,POLYGON,21.3,1,3,3026200,Brooklyn,E,026200,262,BK28,Bensonhurst West,4017,1699503.05751,5384.7680348
3,3026300,026300,Kings County,POLYGON,32.8,1,3,3026300,Brooklyn,E,026300,263,BK75,Bedford,4003,1287405.97132,4799.55684944
3,3026400,026400,Kings County,POLYGON,25.3,1,3,3026400,Brooklyn,E,026400,264,BK28,Bensonhurst West,4017,2038976.30375,7095.08606678
3,3026500,026500,Kings County,POLYGON,31.4,1,3,3026500,Brooklyn,E,026500,265,BK75,Bedford,4003,1718284.14699,5341.61806736
3,3026600,026600,Kings County,POLYGON,23.7,1,3,3026600,Brooklyn,E,026600,266,BK28,Bensonhurst West,4017,1785503.08642,7706.99964678
3,3026700,026700,Kings County,POLYGON,27.8,1,3,3026700,Brooklyn,E,026700,267,BK75,Bedford,4003,1717367.87727,5340.2440655
3,3026800,026800,Kings County,POLYGON,24.7,1,3,3026800,Brooklyn,E,026800,268,BK28,Bensonhurst West,4017,1926489.20442,6339.14427311
3,3026900,026900,Kings County,POLYGON,31,1,3,3026900,Brooklyn,E,026900,269,BK75,Bedford,4003,1441848.77189,5051.01893209
3,3027000,027000,Kings County,POLYGON,21.7,1,3,3027000,Brooklyn,E,027000,270,BK28,Bensonhurst West,4017,1444005.57968,5255.80077181
3,3027100,027100,Kings County,POLYGON,31.6,1,3,3027100,Brooklyn,E,027100,271,BK61,Crown Heights North,4006,2767086.52468,9484.84607234
3,3027200,027200,Kings County,POLYGON,23.6,1,3,3027200,Brooklyn,E,027200,272,BK28,Bensonhurst West,4017,1422363.40303,7299.79768505
3,3027300,027300,Kings County,POLYGON,28.5,1,3,3027300,Brooklyn,E,027300,273,BK35,Stuyvesant Heights,4003,1611451.00502,5273.31370116
